transactionId,productId,customerId,transactionDate,onlineOrder,orderStatus,brand,productLine,productClass,productSize,listPrice,standardCost,productFirstSoldDate
30,91,1173,15+AC0-03+AC0-2017,False,Approved,WeareA2B,Standard,low,medium,642.31,+ACQ-513.85,41922.0
31,88,2810,05+AC0-09+AC0-2017,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,+ACQ-381.10,37539.0
32,1,3214,18+AC0-02+AC0-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,+ACQ-954.82,42688.0
33,25,1272,20+AC0-03+AC0-2017,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,+ACQ-829.65,42404.0
35,0,2171,20+AC0-08+AC0-2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,+ACQ-376.84,38647.0
38,2,2916,06+AC0-12+AC0-2017,False,Approved,Solex,Standard,medium,medium,71.49,+ACQ-53.62,33549.0
39,12,427,12+AC0-09+AC0-2017,False,Approved,WeareA2B,Standard,medium,medium,1231.15,+ACQ-161.60,38693.0
40,0,2448,28+AC0-11+AC0-2017,True,Approved,Norco Bicycles,Road,medium,medium,544.05,+ACQ-376.84,38647.0
41,44,2570,08+AC0-05+AC0-2017,True,Approved,WeareA2B,Standard,medium,medium,1769.64,+ACQ-108.76,37668.0
42,79,3398,14+AC0-05+AC0-2017,False,Approved,Solex,Touring,medium,large,2083.94,+ACQ-675.03,41533.0
43,76,488,17+AC0-03+AC0-2017,False,Cancelled,WeareA2B,Standard,low,medium,642.31,+ACQ-513.85,41922.0
44,46,165,22+AC0-12+AC0-2017,False,Approved,Solex,Standard,low,medium,1289.85,+ACQ-74.51,37668.0
45,55,2787,07+AC0-06+AC0-2017,True,Approved,Trek Bicycles,Road,medium,large,1894.19,+ACQ-598.76,42172.0
46,66,3053,20+AC0-06+AC0-2017,False,Approved,Solex,Standard,medium,medium,1163.89,+ACQ-589.27,42560.0
47,35,475,07+AC0-05+AC0-2017,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,+ACQ-154.40,34527.0
48,81,1305,10+AC0-06+AC0-2017,True,Approved,Solex,Standard,medium,medium,1151.96,+ACQ-649.49,41009.0
49,86,1251,17+AC0-06+AC0-2017,False,Approved,OHM Cycles,Standard,medium,medium,235.63,+ACQ-125.07,38206.0
50,32,3103,10+AC0-05+AC0-2017,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,+ACQ-211.37,37337.0
51,77,3108,24+AC0-03+AC0-2017,False,Approved,Norco Bicycles,Road,medium,large,1240.31,+ACQ-795.10,40553.0
52,96,857,27+AC0-11+AC0-2017,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,+ACQ-993.66,39427.0
53,6,3455,21+AC0-12+AC0-2017,True,Approved,OHM Cycles,Standard,high,medium,227.88,+ACQ-136.73,33549.0
54,27,2549,09+AC0-02+AC0-2017,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,+ACQ-388.72,34527.0
55,0,3140,18+AC0-09+AC0-2017,False,Approved,Norco Bicycles,Standard,low,medium,363.01,+ACQ-290.41,38482.0
57,94,2294,30+AC0-08+AC0-2017,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,+ACQ-993.66,41434.0
58,91,1031,14+AC0-11+AC0-2017,False,Approved,Solex,Standard,medium,medium,100.35,+ACQ-75.26,36367.0
59,93,993,15+AC0-02+AC0-2017,True,Approved,OHM Cycles,Standard,high,medium,1458.17,+ACQ-874.90,38750.0
61,0,1839,24+AC0-02+AC0-2017,False,Approved,OHM Cycles,Road,high,large,12.01,+ACQ-7.21,34244.0
63,35,368,17+AC0-12+AC0-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,+ACQ-954.82,42688.0
64,0,2000,08+AC0-07+AC0-2017,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,+ACQ-388.72,39031.0
66,86,3315,23+AC0-02+AC0-2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,+ACQ-125.07,36367.0
67,2,75,03+AC0-07+AC0-2017,True,Approved,Solex,Standard,medium,medium,71.49,+ACQ-53.62,41245.0
68,4,1498,30+AC0-09+AC0-2017,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,+ACQ-677.48,38258.0
69,38,1612,21+AC0-10+AC0-2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,41167.0
70,27,2192,06+AC0-05+AC0-2017,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,+ACQ-388.72,36334.0
71,54,419,03+AC0-01+AC0-2017,False,Approved,WeareA2B,Standard,medium,medium,1292.84,+ACQ-13.44,39915.0
72,77,3307,09+AC0-05+AC0-2017,True,Approved,WeareA2B,Standard,medium,medium,1769.64,+ACQ-108.76,40672.0
73,22,2430,23+AC0-07+AC0-2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,+ACQ-45.26,34165.0
74,56,1506,21+AC0-01+AC0-2017,True,Approved,OHM Cycles,Standard,medium,medium,183.86,+ACQ-137.90,35707.0
75,58,1346,20+AC0-06+AC0-2017,False,Approved,OHM Cycles,Standard,medium,medium,912.52,+ACQ-141.40,42295.0
76,22,927,10+AC0-03+AC0-2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,+ACQ-45.26,33552.0
77,50,763,02+AC0-06+AC0-2017,False,Approved,WeareA2B,Standard,medium,small,175.89,+ACQ-131.92,37668.0
78,80,2397,07+AC0-11+AC0-2017,False,Approved,OHM Cycles,Touring,low,medium,1073.07,+ACQ-933.84,36145.0
79,87,102,12+AC0-09+AC0-2017,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,+ACQ-707.40,35667.0
80,15,2884,16+AC0-12+AC0-2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,+ACQ-748.90,38693.0
81,84,759,07+AC0-10+AC0-2017,True,Approved,Giant Bicycles,Road,medium,medium,792.9,+ACQ-594.68,33879.0
82,21,773,27+AC0-04+AC0-2017,True,Approved,Solex,Standard,medium,large,1071.23,+ACQ-380.74,40670.0
83,0,3398,01+AC0-04+AC0-2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,+ACQ-125.07,37626.0
85,84,2434,13+AC0-02+AC0-2017,True,Approved,Trek Bicycles,Road,medium,medium,290.62,+ACQ-215.14,38339.0
86,1,1861,19+AC0-07+AC0-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,+ACQ-954.82,38258.0
87,27,1233,23+AC0-05+AC0-2017,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,+ACQ-388.72,33455.0
88,31,1390,06+AC0-08+AC0-2017,False,Approved,WeareA2B,Standard,medium,medium,752.64,+ACQ-205.36,34079.0
89,0,2682,04+AC0-04+AC0-2017,True,Approved,OHM Cycles,Road,high,large,12.01,+ACQ-7.21,40303.0
90,62,439,15+AC0-08+AC0-2017,True,Approved,Solex,Standard,medium,medium,478.16,+ACQ-298.72,34143.0
91,17,1579,15+AC0-04+AC0-2017,True,Approved,Solex,Standard,high,medium,1024.66,+ACQ-614.80,35160.0
92,73,2984,25+AC0-07+AC0-2017,True,Approved,Solex,Standard,medium,medium,1945.43,+ACQ-333.18,36668.0
94,86,1,23+AC0-12+AC0-2017,False,Approved,OHM Cycles,Standard,medium,medium,235.63,+ACQ-125.07,38482.0
95,45,757,26+AC0-02+AC0-2017,False,Approved,Solex,Standard,medium,medium,441.49,+ACQ-84.99,34071.0
96,1,1778,21+AC0-02+AC0-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,+ACQ-954.82,40649.0
97,80,211,31+AC0-05+AC0-2017,True,Approved,OHM Cycles,Touring,low,medium,1073.07,+ACQ-933.84,38339.0
98,49,333,23+AC0-06+AC0-2017,False,Approved,Trek Bicycles,Road,medium,medium,533.51,+ACQ-400.13,37823.0
99,95,32,26+AC0-03+AC0-2017,False,Approved,Giant Bicycles,Standard,medium,large,569.56,+ACQ-528.43,37874.0
100,0,119,31+AC0-07+AC0-2017,False,Approved,Solex,Standard,medium,medium,478.16,+ACQ-298.72,36146.0
101,18,2347,27+AC0-07+AC0-2017,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,+ACQ-689.18,42226.0
102,4,2353,14+AC0-04+AC0-2017,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,+ACQ-677.48,40649.0
104,78,1468,12+AC0-09+AC0-2017,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,+ACQ-709.48,38193.0
105,89,821,26+AC0-10+AC0-2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,+ACQ-57.74,41434.0
106,70,2489,15+AC0-02+AC0-2017,False,Approved,Trek Bicycles,Standard,high,medium,495.72,+ACQ-297.43,42105.0
107,79,2710,22+AC0-12+AC0-2017,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,+ACQ-818.01,37873.0
108,26,947,11+AC0-10+AC0-2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,+ACQ-762.63,34115.0
109,39,1335,27+AC0-03+AC0-2017,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,+ACQ-582.48,38991.0
110,36,1076,04+AC0-11+AC0-2017,False,Approved,Solex,Standard,low,medium,945.04,+ACQ-507.58,35052.0
111,0,3320,11+AC0-06+AC0-2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,+ACQ-56.93,42172.0
112,84,779,09+AC0-10+AC0-2017,False,Approved,Giant Bicycles,Road,medium,medium,792.9,+ACQ-594.68,33879.0
113,98,3296,07+AC0-06+AC0-2017,True,Approved,Trek Bicycles,Standard,high,medium,358.39,+ACQ-215.03,33364.0
114,75,455,24+AC0-10+AC0-2017,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,+ACQ-863.95,37873.0
115,76,1779,01+AC0-05+AC0-2017,False,Approved,WeareA2B,Standard,low,medium,642.31,+ACQ-513.85,38482.0
116,72,2703,21+AC0-11+AC0-2017,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,+ACQ-270.30,40553.0
119,64,1591,20+AC0-02+AC0-2017,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,+ACQ-596.55,38647.0
120,0,678,16+AC0-06+AC0-2017,False,Approved,Trek Bicycles,Standard,high,medium,495.72,+ACQ-297.43,42105.0
121,25,50,04+AC0-12+AC0-2017,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,+ACQ-829.65,33888.0
122,24,1038,01+AC0-12+AC0-2017,True,Approved,Solex,Road,medium,large,1777.8,+ACQ-820.78,34115.0
123,31,1453,05+AC0-03+AC0-2017,True,Approved,WeareA2B,Standard,medium,medium,752.64,+ACQ-205.36,42218.0
124,98,1339,21+AC0-03+AC0-2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,+ACQ-101.58,35470.0
125,22,3382,03+AC0-01+AC0-2017,True,Approved,Solex,Standard,medium,medium,575.27,+ACQ-431.45,41345.0
126,53,773,01+AC0-04+AC0-2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,+ACQ-101.58,37823.0
127,84,2503,16+AC0-03+AC0-2017,True,Approved,Trek Bicycles,Road,medium,medium,290.62,+ACQ-215.14,38482.0
128,25,1057,26+AC0-02+AC0-2017,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,+ACQ-829.65,42404.0
129,50,1397,05+AC0-06+AC0-2017,False,Approved,WeareA2B,Standard,medium,small,175.89,+ACQ-131.92,42295.0
130,44,2134,04+AC0-09+AC0-2017,False,Approved,WeareA2B,Standard,medium,medium,1769.64,+ACQ-108.76,40672.0
132,12,1937,28+AC0-09+AC0-2017,False,Approved,WeareA2B,Standard,medium,medium,1231.15,+ACQ-161.60,38216.0
133,93,1282,02+AC0-09+AC0-2017,True,Approved,WeareA2B,Standard,medium,medium,1065.03,+ACQ-230.09,37539.0
134,78,2183,09+AC0-05+AC0-2017,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,+ACQ-709.48,33429.0
135,84,1788,17+AC0-10+AC0-2017,False,Approved,Giant Bicycles,Road,medium,medium,792.9,+ACQ-594.68,38859.0
136,65,1170,25+AC0-04+AC0-2017,True,Approved,WeareA2B,Standard,medium,medium,1807.45,+ACQ-778.69,42105.0
138,29,1940,02+AC0-08+AC0-2017,False,Approved,WeareA2B,Standard,medium,medium,1065.03,+ACQ-230.09,36833.0
139,32,2073,25+AC0-03+AC0-2017,False,Cancelled,Giant Bicycles,Standard,high,medium,1179.0,+ACQ-707.40,36833.0
140,11,462,01+AC0-01+AC0-2017,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,+ACQ-764.96,42560.0
141,10,2728,22+AC0-12+AC0-2017,False,Approved,Solex,Standard,medium,medium,1945.43,+ACQ-333.18,37499.0
142,46,2053,25+AC0-12+AC0-2017,False,Approved,Solex,Standard,low,medium,1289.85,+ACQ-74.51,41064.0
144,92,1217,20+AC0-12+AC0-2017,False,Approved,WeareA2B,Touring,medium,large,1890.39,+ACQ-260.14,33259.0
145,7,2992,07+AC0-06+AC0-2017,True,Approved,Trek Bicycles,Road,low,medium,980.37,+ACQ-234.43,38693.0
146,41,3261,06+AC0-04+AC0-2017,True,Approved,Solex,Road,medium,medium,416.98,+ACQ-312.74,35560.0
147,67,2748,25+AC0-04+AC0-2017,True,Approved,Norco Bicycles,Road,medium,medium,544.05,+ACQ-376.84,38647.0
149,89,788,21+AC0-03+AC0-2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,+ACQ-57.74,34079.0
150,9,3067,21+AC0-11+AC0-2017,True,Approved,OHM Cycles,Road,medium,medium,742.54,+ACQ-667.40,34586.0
151,31,701,11+AC0-11+AC0-2017,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,+ACQ-173.18,37698.0
153,37,3286,19+AC0-08+AC0-2017,True,Approved,OHM Cycles,Standard,low,medium,1793.43,+ACQ-248.82,36361.0
154,3,3383,06+AC0-04+AC0-2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,40784.0
155,56,982,04+AC0-11+AC0-2017,True,Approved,Norco Bicycles,Mountain,low,small,688.63,+ACQ-612.88,42404.0
157,6,385,15+AC0-09+AC0-2017,True,Approved,Solex,Standard,high,medium,748.17,+ACQ-448.90,42105.0
158,50,1229,01+AC0-03+AC0-2017,True,Approved,WeareA2B,Standard,medium,small,175.89,+ACQ-131.92,39915.0
159,10,3232,16+AC0-08+AC0-2017,False,Approved,WeareA2B,Touring,medium,medium,1466.68,+ACQ-363.25,41345.0
161,69,2381,10+AC0-07+AC0-2017,False,Approved,Giant Bicycles,Road,medium,medium,792.9,+ACQ-594.68,42105.0
162,78,371,11+AC0-12+AC0-2017,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,+ACQ-709.48,38193.0
163,80,2519,20+AC0-05+AC0-2017,True,Approved,OHM Cycles,Touring,low,medium,1073.07,+ACQ-933.84,42226.0
164,17,2264,30+AC0-07+AC0-2017,False,Approved,Solex,Standard,high,medium,1024.66,+ACQ-614.80,35378.0
165,3,2637,25+AC0-10+AC0-2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,38573.0
166,78,3262,27+AC0-11+AC0-2017,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,+ACQ-709.48,38193.0
167,90,3177,26+AC0-04+AC0-2017,False,Approved,Norco Bicycles,Standard,low,medium,363.01,+ACQ-290.41,38482.0
168,87,2267,02+AC0-02+AC0-2017,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,+ACQ-707.40,35667.0
169,97,456,02+AC0-05+AC0-2017,False,Approved,Solex,Standard,medium,large,202.62,+ACQ-151.96,38002.0
170,6,404,16+AC0-10+AC0-2017,False,Approved,OHM Cycles,Standard,high,medium,227.88,+ACQ-136.73,37838.0
171,100,3121,22+AC0-10+AC0-2017,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,+ACQ-206.35,33364.0
172,55,2365,11+AC0-04+AC0-2017,True,Approved,Trek Bicycles,Road,medium,large,1894.19,+ACQ-598.76,33259.0
173,100,2528,16+AC0-11+AC0-2017,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,+ACQ-206.35,33364.0
174,10,3151,17+AC0-12+AC0-2017,False,Approved,WeareA2B,Touring,medium,medium,1466.68,+ACQ-363.25,34586.0
175,25,3241,23+AC0-12+AC0-2017,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,+ACQ-829.65,42696.0
176,74,1335,30+AC0-03+AC0-2017,True,Approved,WeareA2B,Standard,medium,medium,1228.07,+ACQ-400.91,37873.0
177,90,2234,13+AC0-04+AC0-2017,False,Approved,Norco Bicycles,Standard,low,medium,363.01,+ACQ-290.41,38482.0
178,56,3226,25+AC0-07+AC0-2017,True,Approved,OHM Cycles,Standard,medium,medium,183.86,+ACQ-137.90,35707.0
179,62,1365,31+AC0-01+AC0-2017,False,Approved,Solex,Standard,medium,medium,478.16,+ACQ-298.72,34143.0
181,17,1002,24+AC0-02+AC0-2017,False,Approved,Solex,Standard,high,medium,1024.66,+ACQ-614.80,40670.0
183,46,2656,07+AC0-01+AC0-2017,False,Approved,Solex,Standard,low,medium,1289.85,+ACQ-74.51,41064.0
185,91,1711,19+AC0-11+AC0-2017,False,Approved,WeareA2B,Standard,low,medium,642.31,+ACQ-513.85,38193.0
186,17,2582,08+AC0-11+AC0-2017,True,Approved,Solex,Standard,high,medium,1024.66,+ACQ-614.80,35378.0
187,1,1005,24+AC0-07+AC0-2017,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,+ACQ-863.95,37873.0
188,3,1597,15+AC0-01+AC0-2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,41167.0
189,56,2713,12+AC0-01+AC0-2017,True,Approved,OHM Cycles,Standard,medium,medium,183.86,+ACQ-137.90,34143.0
190,37,1435,27+AC0-11+AC0-2017,True,Approved,OHM Cycles,Standard,low,medium,1793.43,+ACQ-248.82,40672.0
191,34,1477,30+AC0-06+AC0-2017,True,Approved,Norco Bicycles,Road,high,large,774.53,+ACQ-464.72,39526.0
192,0,1614,15+AC0-07+AC0-2017,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,+ACQ-173.18,39031.0
193,12,1254,22+AC0-06+AC0-2017,True,Approved,WeareA2B,Standard,medium,medium,1231.15,+ACQ-161.60,39880.0
194,25,1423,02+AC0-05+AC0-2017,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,+ACQ-829.65,40553.0
195,81,276,27+AC0-12+AC0-2017,False,Approved,Norco Bicycles,Standard,medium,small,586.45,+ACQ-521.94,33429.0
196,19,1315,21+AC0-12+AC0-2017,True,Approved,OHM Cycles,Road,high,large,12.01,+ACQ-7.21,36334.0
197,45,591,23+AC0-05+AC0-2017,True,Approved,Solex,Standard,medium,medium,441.49,+ACQ-84.99,34071.0
198,74,1017,02+AC0-02+AC0-2017,False,Approved,WeareA2B,Standard,medium,medium,1762.96,+ACQ-950.52,41848.0
200,57,2889,15+AC0-04+AC0-2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,+ACQ-260.14,34143.0
201,0,3208,05+AC0-09+AC0-2017,True,Approved,Trek Bicycles,Road,medium,medium,533.51,+ACQ-400.13,41064.0
202,23,2406,26+AC0-02+AC0-2017,True,Approved,Norco Bicycles,Mountain,low,small,688.63,+ACQ-612.88,39031.0
203,67,2041,29+AC0-07+AC0-2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,+ACQ-376.84,38647.0
204,81,1598,03+AC0-07+AC0-2017,True,Approved,Norco Bicycles,Standard,medium,small,586.45,+ACQ-521.94,33429.0
205,58,1842,27+AC0-05+AC0-2017,True,Approved,OHM Cycles,Standard,medium,medium,912.52,+ACQ-141.40,42295.0
206,5,141,05+AC0-05+AC0-2017,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,+ACQ-677.48,38573.0
207,94,1321,09+AC0-09+AC0-2017,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,+ACQ-993.66,41434.0
210,63,3356,12+AC0-04+AC0-2017,True,Approved,Solex,Standard,medium,medium,1483.2,+ACQ-99.59,33879.0
211,40,766,07+AC0-05+AC0-2017,True,Approved,OHM Cycles,Standard,high,medium,1458.17,+ACQ-874.90,38750.0
212,80,1596,13+AC0-01+AC0-2017,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,+ACQ-596.55,38647.0
213,82,520,14+AC0-12+AC0-2017,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,+ACQ-689.18,42226.0
214,46,868,22+AC0-03+AC0-2017,True,Approved,Solex,Standard,low,medium,1289.85,+ACQ-74.51,41009.0
215,78,2999,30+AC0-09+AC0-2017,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,+ACQ-709.48,42226.0
216,72,352,29+AC0-11+AC0-2017,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,+ACQ-270.30,42710.0
217,75,1140,09+AC0-06+AC0-2017,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,+ACQ-863.95,38193.0
218,40,621,21+AC0-04+AC0-2017,False,Approved,Trek Bicycles,Road,medium,large,1894.19,+ACQ-598.76,37823.0
219,2,3307,13+AC0-11+AC0-2017,False,Approved,Giant Bicycles,Road,low,small,590.26,+ACQ-525.33,40487.0
220,10,1502,09+AC0-04+AC0-2017,True,Approved,WeareA2B,Touring,medium,medium,1466.68,+ACQ-363.25,41345.0
221,35,936,08+AC0-05+AC0-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,+ACQ-954.82,42688.0
223,2,2698,30+AC0-11+AC0-2017,False,Approved,Giant Bicycles,Road,low,small,590.26,+ACQ-525.33,40487.0
224,69,579,25+AC0-04+AC0-2017,True,Approved,Giant Bicycles,Road,medium,medium,792.9,+ACQ-594.68,33879.0
225,54,2036,30+AC0-03+AC0-2017,True,Approved,WeareA2B,Standard,medium,medium,1292.84,+ACQ-13.44,39915.0
227,86,369,16+AC0-03+AC0-2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,+ACQ-125.07,38482.0
228,13,821,04+AC0-04+AC0-2017,True,Approved,Solex,Standard,medium,medium,1163.89,+ACQ-589.27,41345.0
229,19,2687,13+AC0-03+AC0-2017,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,+ACQ-459.71,40784.0
230,86,681,23+AC0-12+AC0-2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,+ACQ-125.07,41434.0
231,46,37,12+AC0-08+AC0-2017,True,Approved,OHM Cycles,Standard,low,medium,1793.43,+ACQ-248.82,36361.0
232,30,3002,04+AC0-08+AC0-2017,False,Approved,Solex,Standard,high,medium,748.17,+ACQ-448.90,36361.0
233,92,396,01+AC0-09+AC0-2017,False,Approved,WeareA2B,Touring,medium,large,1890.39,+ACQ-260.14,33259.0
235,77,1605,02+AC0-07+AC0-2017,False,Approved,Norco Bicycles,Road,medium,large,1240.31,+ACQ-795.10,40553.0
237,23,1420,11+AC0-03+AC0-2017,True,Approved,Norco Bicycles,Mountain,low,small,688.63,+ACQ-612.88,34244.0
238,12,3099,08+AC0-10+AC0-2017,False,Approved,WeareA2B,Standard,medium,medium,1231.15,+ACQ-161.60,34586.0
239,61,1645,01+AC0-10+AC0-2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,+ACQ-56.93,42145.0
240,21,546,23+AC0-11+AC0-2017,False,Approved,Solex,Standard,medium,large,1071.23,+ACQ-380.74,33552.0
241,86,2885,27+AC0-03+AC0-2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,+ACQ-125.07,37626.0
242,57,2740,04+AC0-12+AC0-2017,False,Approved,WeareA2B,Touring,medium,large,1890.39,+ACQ-260.14,36146.0
243,63,3166,13+AC0-11+AC0-2017,True,Approved,Solex,Standard,medium,medium,1483.2,+ACQ-99.59,36146.0
244,63,3487,20+AC0-12+AC0-2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,+ACQ-762.63,34115.0
246,98,3370,22+AC0-01+AC0-2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,+ACQ-101.58,42172.0
247,15,3393,29+AC0-01+AC0-2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,+ACQ-748.90,39880.0
